tweet,,,,,,,
@MumbaiPolice @CPMumbaiPolice @mybmc  This south mumbai hotel has encroached footpath. Why no action has been taken? Just 1 km away from #BMC  HQ.  pic.twitter.com/ZZOgAciZc5,,,,,,,
😷🤢 #BMC controller by #ShivSena is out to kill #SwachhBharat in #Mumbai https://twitter.com/OMBAJAJ1/status/1158032064739831810 …,,,,,,,
@mybmcSWM @MCGM_BMC @mybmc @mybmcSWD @mybmcWardPS @MhadaMitra @Deepakk75058621 @Municipalcommi5 @mumbaimatterz @PotholeWarriors @MushtaqAnsari80 @citizen1819 @AlertCitizen5 @mygovMaha hey #Deepakk75058621(IAS) Why #BMC & #MHADA you both r fooling 2 citize,,,,,,,
We strongly need this guy in #BMC Mumbai.  pic.twitter.com/GbnYB4qvTX,,,,,,,
"Right!! #BMC is busy with upcoming #GaneshChaturthi,#GanpatiPandals #MumbaiMetro & settling #illegalParkings so how can we expect them to reslove this issue regardless the #Struggle we commuters face on daily basis..
20-08-2019,Why autos/Cabs/Trucks/Tempos/Tourist Vehicles spared",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Hey Citizens kindly note that #BMC is putting that #MCGMDHAPA on pothole and reply on twitter they have attended. But after i visit the site MCGMDHAPA was not there but it is fully filled with cement and concrete. What the shame on you P-SOUTH WARD OFFICER'S,,,,,,,
"@mybmcWardHW stalls back in 2hours,operate outside #MCGM building itself
They say License dept takes bribe 2000 per month for them to work on road
Should we Vote for #BMC representatives?highest paid corporation appears weak in front of illegal vendors @A",,,,,,,
"Hope this comes out in good way🙏
Can we provide good solution to this?
Y can't we save this water and use for plants adjoining them or some other good use rather than wasting it in gutter.
No mean to bother local bodies but just some issue to bring you to notice
18-08-2019,Looking for a public #park or #garden near you? You can soon locate #greenspaces maintained by the #BMC their timings & amenities available on the @mybmc MCGM24X7 mobile app  ",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"10 feet Deep Hole in #Andheri, Veera Desai Road, #Mumbai.
This Road was Repared few months back.
I would file a defamation case against people blaming #BMC for this.
I know #Thor was here with his Hammer 🔨 pic.twitter.com/1zNdqOy2P3",,,,,,,
With all the money #BMC has they can rebuilt full India . I am not been sarcastic .,,,,,,,
"All Manhole cover of #BMC has name written on it! #SWM #Sewer 
N if it's at mmrda road then #Mmrda is emboss on manhole cover.
& same For utility rectangle covers like
 #TTSL #Reliance 
But we can report that too to @mybmc who forwards to respective company n get it fix asap. pic.twitter.com/gk5a6sABsA – at Sitaram Bhavan Shivaji Park",,,,,,,
"Dear @narendramodi @PMOIndia 
Mumbai's Corporators are unable to build roads or fix resident issues as they are busy supporting illegal works! If U can save J&K from it's people,U must help City save from it's own #BMC system & Corporators
Kindly dissolve @mybmc & make City a UT",,,,,,,
"@mybmcSWM @mybmcSWD @MahaDGIPR @mybmc @mybmcWardPS @MCGM_BMC @suchetadalal @PotholeWarriors @itsenufapp @citizen1819 @AlertCitizen5 @ClarypiPinto @KuradeAnkush @RoadsOfMumbai @mybmcRoads M.G.Road, Goregaon w. #BMC is playing life's & limbs of #CITIZENS. #",,,,,,,
"Agree our local Corporators & @mybmc is no where close to our dear PM @narendramodi @PMOIndia vision
The corruption at BMC & Corporator level is high that illegal vendors also use them as they know how these so called Corporators & #BMC is inefficient & Bikau @ShelarAshish",,,,,,,
How vendor points out so openly on the highest paid Muncipal dept @AUThackeray @ShelarAshish @Hetalgalabjp @mybmcWardHW lthe stalls are back in 2 hours. Is the #BMC Ward & Corp so weak to handle our area where they have no hold over Garments & such vendors then they must resign,,,,,,,
"All stalls are back & the one outside MCGM gate said that BMC 500 rupey mein set l hai,unka license dept ne 2000 Rs lekar bola wapas stall lagado thoda sambhal kar kaam karna
@AUThackeray @Hetalgalabjp @mybmcWardHW @mybmc @alka_MIRROR is this how a vendor doubts #BMC efficiency  pic.twitter.com/DkKZkmNpH9",,,,,,,
"@mybmc @mybmcwardFN #WhereIsMyFootpath? This is the state of the footpath outside #BMC maintained Shastri Market on Bapoo Road, Matunga. Never ever seen any action taken.  pic.twitter.com/vzf8mnE5LR – at Lal Bahadur Shastri (LBS) Market",,,,,,,
"Turning of RD.2, TPS6,Scruz West, Milan Subway Outside Kshema and Kalakunj
The footpath is flattened for commercial use by #BMC contractor which is personally seen by Copr @Hetalgalabjp & @mybmcWardHW ignores the complains for reasons best known! The dealer says Hafta given",,,,,,,
@MCGM_BMC @mybmcSWM @mybmc @mybmcWardPS @bmcmumbai @MantralayaRoom @PoliceMumbai100 @citizen1819 @PotholeWarriors @AYAZYKHAN2 @ClarypiPinto @GRVora @JKNChannel Already made a complaint on Sunday. Today is Thursday. Good action have been taken by #BMC. Gre,,,,,,,
"Beautiful, isn't it? 
15-08-2019,The traffic dept clearly says it’s a #BmC fault to flatten the footpath @mybmcWardHW @mybmc & it’s a fact how has your contractor flattened the footpaths for use of workers for commercial vehicles who are working whole day","parking their cars on footpath blocking it for us to walk""",,,,,,
"The drinking water supply in #Sangli that was disrupted due to floods has been restored by @mybmc team.
@AUThackeray pic.twitter.com/0BS76SiGrF",,,,,,,
"What has @TrafficBOM has to do with it when it is @mybmcWardHW contractor who has flattened the footpaths for use of commercial vehicles @mybmc @MNCDFbombay @TOIMumbai @MumbaiMirror @MORTHIndia
14-08-2019,Sir we don't have any doubt that you are doing a great job..but please its a humble request from us that pass some kind of bill against the civil contractors who are responsible for potholes & the road accident’s that is happening due to potholes #mumbaipotholes #BMC @mybmc pic.twitter.com/q4evEgEjzh
14-08-2019,Thank you very much sir. But this law and order should maintain continue. By both department judiciary #BMC as well as local police station #Goregaonpolicestation.
14-08-2019,A bed in the nullah ?!? 🙄 Who actually thinks this is okay to do ?? ",,,,,,,
"@MCGM_BMC @mybmcSWM @bmcmumbai @mybmc @mybmcWardPS @swachhbharat @SwachhBharatGov @ClarypiPinto @PotholeWarriors @itsenufapp @MNCDFbombay @MantralayaRoom Hahahaha exactly in front gate of #BMC water chowky.Motilal ngr no.1, next to siddhart hospital. Gore",,,,,,,
@mybmc @ShivSena @mumbaitraffic @RidlrMUM #mumbaitraffic #potholes #MumbaiRains ISRO sent a rocket to the moon while our municipality brings the lunar experience to the roads. Great job by our #bmc and the state government @CMOMaharashtra @Dev_Fadnavis fo,,,,,,,
"India Star Passion Award 2019
Do What You Love, Love What You Do !
11-08-2019,even #saraalikhan is also disturbed & frustrated with #mumbai streets. #bmc why dont you care much about the #streetsofmumbai and the pathholes ? #shivsena u are in #mcgm since 3 decades almost. Please improve…  https://www.instagram.com/p/B1BiolIhbBa/?igshid=1slol4mavxbsy …
11-08-2019,@ShelarAshish @bandrabuzz @BeingNaif @KharSePyar @bandrainfo @BandraOnline @HWCFMumbai @alkaskerkar #BMC @MadhuraKarekar @poonam_mahajan @javed90282130 @mybmc WC Line overflow stinking since 1 week khar 5th road pic.twitter.com/GZFsjRFHfM – at Khar vege
09-08-2019,#Traffic #beautifulworld #BMC #NaMo ",,,,,,,
,,,,,,,
I agree that #BMC & #mumbaipolice should not allow to dig at first place. But sad part is in #India when it comes to religious thing people and govt will try to stay away or just ignore. We still need time to be educate enough for solving this kind of issues.,,,,,,,
"Same situation outside #Goregaon, #Malad and #Borivali too
But #MasjidBunder takes the cake🤦... If u visit there you will thank your stars that u don't need to travel there daily
Total #mismanagement by #BMC
09-08-2019,Looking at the current scenario where #BMC is giving away open spaces to private builders", they must change their name from ,,,,,,
 आपली BMC ,,,,,,,
,,,,,,,
 Raheja ची BMC ,,,,,,,
Also when High court announced 150mtr rule #MNS chief issued statement that if any hawkers found outside railway station he will catch concerned #BMC officer or #PoliceOfficer that also just to be in lime light.,,,,,,,
@mybmcSWM @MCGM_BMC @mybmc @mybmcWardPS @SwachhBharatGov @swachhbharat @PotholeWarriors @itsenufapp @AlertIndia_News @AlertCitizen5 See how this local resident Boy was get disappointed with #BMC he says diseases are spreading. Just recently he was dischar,,,,,,,
South bound from Juhu Tara Road this has become an everyday nuisance @MumbaiPolice The road has not been repaired over 3 months traffic does not move more than 500 meters in 40 mins @mybmc You have made life hell for Mumbaikars. #MumbaiPolice #bmc @mymalishka please help pic.twitter.com/ETIl8DxqF1 – at Juhu Area,,,,,,,
When #BMC says they have fixed #Potholes in #Mumbai pic.twitter.com/rMiwmvKjL1,,,,,,,
"How conveniently they block roads & garment dealers tell residents that they have set up @mybmcWardHW @MumbaiPolice(Traffic dept)resident can keep complaining!
Is this the loyalty of #BMC & #Trafficpolice towards the Tax payer residents
@CPMumbaiPolice @MumbaiMirror @AUThackeray pic.twitter.com/1kQlQ4kytv",,,,,,,
This is what practice is giving by MCGM. To the taxpayers and how2become soldier.Ifincase of emergency thenall therider will run themilitaryTANKS.Every year 4 months training 2 mumbaikars.Njoy free training program sponsored by #BMC Potter kingdom me rahunga mai. Ghar nahi jaunga,,,,,,,
"Mulund Tall traffic more than 1 hr , thousands liters of diesel wasted, #bmc #mumbaitraffic pic.twitter.com/lwarrPyZm6",,,,,,,
"@mybmc #mumbaitraffic #BMC #Thane waiting for mulund tall more than 40 minutes , thousands liters of diesl waste due to heavy tall traffic pic.twitter.com/UEHJCIt8uc",,,,,,,
"This Garbage dump is next to Bandra Bakarkasab Jamatkhana where people perform Namaz. 
I hope my friend @kbq4bjp takes some action through people in the #BMC. 
Attention Advocate 
@ShelarAshish
@mybmc pic.twitter.com/I5hYWEEuyA",,,,,,,
Heavy traffic in #JVLR because of potholes..... #BMC #MumbaiRain #Mumbaitraffic pic.twitter.com/w8ZYvUaoY9 – at L&T Flyover,,,,,,,
For me #BMC concerns daily life and beyond partisan politics. I have criticised BJP about it too. Unfortunately BJP missed BMC control by two seats. Our hard luck. Till Metros come we are doomed.,,,,,,,
I wonder under which law does princeling of #ShivSena #AdiyaThackerey move around #BMC HQ like he owns the place. Did @rahulkanwal think of asking him about it? To show it off as great institution when citizens of @mymumbaicity are suffering severely due to corruption is sick 🧐,,,,,,,
Visited and checked all Water logging points at various places due to heavy rains on #JVLR from Shyam nagar till Durga nagar which is causing inconvenience to the people & traffic along with #shivsena corporatorAnant Nar ji & #BMC ward officer Sapkale ji. Directed the officials.  pic.twitter.com/LP6Cqylya9,,,,,,,
"In 2016, as a Chairperson of the Market & Garden Committee of #BMC, I initiated an appeal to construct #breastfeeding pods in every single public garden of Mumbai. It was called project ""Majhi Aai"" The appeal was accepted and budget allotted by @mybmc towards the cause.",,,,,,,
"Visited Rajiv Nagar slum area in Goregaon East today,where some slums collapsed last night due to landslide.The residents are in panic. #BMC must take two steps immediately.
A) Around 150 families need to be shifted.
B) Construction of the retaining wall should be planned.  pic.twitter.com/VJa2uAIGi7",,,,,,,
This is how Malad Creek looks like when it’s a hightide #MumbaiRainsLiveUpdates #bmc #malad #mindspace @mybmc @Dev_Fadnavis @ShivsenaComms pic.twitter.com/i4PAzRvaAA – at Municipal Garden - Celestial Plaza,,,,,,,
#BEST buses have been functioning on time despite #Mumbai gets lashed out by #heavyrain entire night #BMC @smart_mumbaikar @MCGM_BMC – at Rani laxmi bai chowk,,,,,,,
"Seems #Mumbai Infrastructure will never improved till #BMC management will be handover to any private entity like Passport seva 
03-08-2019,So This what is happening..  But we need someone to blame #BMC #MumbaiRainsLive #MumbaiRainlive #MumbaiRainsLiveUpdate #rains #MumbaiWeather #mumbaimonsoon #RainyDay pic.twitter.com/6phwXMqD13
03-08-2019,From last so many years this place is having  high waterlogging problem when is @mybmcWardS  going to solve this issue every year #BMC says this year we have cleared all the drainage and have widen the drainage for smooth water flow @mybmc reply... https://twitter.com/vaishubrahma/status/1157519294059597825 …
03-08-2019,#Shocking #ViralVideos #swachhbharatabhiyan Or #swachhbharatscam @PoliceWaliPblic",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
" #Bhiwandi #Taluka #Thane #MumbaiRains #thaneRains #skalamz pic.twitter.com/qLpTzAPUJ4""",,,,,,,
"Careless & Negligence of @mybmc official making Infrastructures of Mumbai a mess...
Recent Years of City Maint & Mngmnt by @MCGM_BMC makes Mumbai infra highly dilapidatd, unhygienic & unsustainable.
@CMOMaharashtra too is on inattentive mode to address Shoddy performance of #BMC",,,,,,,
"Today is the highest level of High Tide  this season. 
Along with Heavy Rains it's going to be difficult for authorities to maintain this situation all over the City. 
So it's advisable to stay indoors and be safe. 
Please let your family and friends know of this.
03-08-2019,I am seeking the names of the officers deployed for dewatering this  flooded area or an RTI will follow. There is no officer on spot and the situation is worsening @mybmc @mybmcwardKW #MumbaiRainlive #MumbaiRains #BMC #ShivSena #youfailed #ShameOnYou pic.twitter.com/FqNQjPFvf8 – at Azad Nagar Metro Station
03-08-2019,The #BMC staff in the Rains ",,,,,,,
"The #BMC staff in the Rains 
03-08-2019,Are you taking environmental issues seriously? #bmc #mumbai #mulund pic.twitter.com/ULJclnfpSv – at Fortis Bus Stop
02-08-2019,Aarey road has been disaster since the beginning of the rain", #bmc is blaming PWD,  roads from navpada to mayur nagar it's in terrible condition, daily vehicles are havn breakdown,,,,
Wall collapse near singhad institute powai chandival #mumbaipolice #BMC  pic.twitter.com/I69IhM8Eq4 – at Sinhgad Institute,,,,,,,
#BMC officer calls us that he’s out of materials so can’t repair or work on footpaths,,,," need URGENT attention before some mishap taks place.""",,,
